,id,Director,Leading_Actor,Supporting_Lead,Supporting_Actor
2604,13539,Mark Piznarski,Leelee Sobieski,Chris Klein,Josh Hartnett
2605,68,Terry Gilliam,Jonathan Pryce,Robert De Niro,Katherine Helmond
2606,14024,Sean McNamara,Hilary Duff,Oliver James,David Keith
2607,115,Joel Coen,Jeff Bridges,John Goodman,Julianne Moore
2608,7874,Craig Brewer,Samuel L. Jackson,Christina Ricci,Justin Timberlake
2609,4911,Ron Shelton,Kurt Russell,Scott Speedman,Michael Michele
2610,1988,Michael Winterbottom,Angelina Jolie,Dan Futterman,Irrfan Khan
2611,16222,David Raynr,Jodi Lyn O'Keefe,Shane West,Marla Sokoloff
2612,9557,Mort Nathan,Cuba Gooding Jr.,Horatio Sanz,Roselyn Sánchez
2613,9026,Oliver Parker,Rupert Everett,Colin Firth,Reese Witherspoon
2614,57943,Dan Curtis,Campbell Scott,Jennifer Jason Leigh,David Dukes
2615,18276,Wil Shriner,Luke Wilson,Logan Lerman,Brie Larson
2616,8321,Martin McDonagh,Colin Farrell,Brendan Gleeson,Ralph Fiennes
2617,72359,Tina Gordon Chism,Craig Robinson,Kerry Washington,David Alan Grier
2618,10186,Peter Cattaneo,Rainn Wilson,Josh Gad,Christina Applegate
2619,25704,Vicky Jenson,Alexis Bledel,Zach Gilford,Rodrigo Santoro
2620,133694,Gus Van Sant,Matt Damon,John Krasinski,Frances McDormand
2621,19265,Woody Allen,Larry David,Evan Rachel Wood,Adam Brooks
2622,36047,Mary Lambert,Susan Ward,Lori Heuring,Matthew Settle
2623,8053,Tommy Lee Jones,Tommy Lee Jones,Barry Pepper,Dwight Yoakam
2624,2290,Peter Kassovitz,Robin Williams,Armin Mueller-Stahl,Hannah Taylor-Gordon
2625,5236,Shane Black,Robert Downey Jr.,Val Kilmer,Michelle Monaghan
2626,6552,Rodman Flender,Devon Sawa,Seth Green,Jessica Alba
2627,1018,David Lynch,Naomi Watts,Laura Harring,Ann Miller
2628,10075,Katja von Garnier,Agnes Bruckner,Hugh Dancy,Katja Riemann
2629,38031,Woody Allen,Gemma Jones,Anthony Hopkins,Naomi Watts
2630,42188,Mark Romanek,Carey Mulligan,Andrew Garfield,Keira Knightley
2631,112430,Mikael Salomon,Chris O'Donnell,Alfred Molina,Michael Keaton
2632,6687,Brad Anderson,Woody Harrelson,Emily Mortimer,Kate Mara
2633,13853,Michael Chapman,Daryl Hannah,Pamela Reed,James Remar
2634,31306,Antonio Banderas,Melanie Griffith,David Morse,Lucas Black
2635,8461,Michael Haneke,Naomi Watts,Tim Roth,Michael Pitt
2636,331592,Khalil Sullins,Thomas Stroppel,Artie Ahr,Amber Marie Bollinger
2637,47692,Atom Egoyan,Bob Hoskins,Elaine Cassidy,Arsinée Khanjian
2638,19,Fritz Lang,Brigitte Helm,Alfred Abel,Gustav Fröhlich
2639,10045,Pierre Morel,David Belle,Cyril Raffaelli,Tony D'Amario
2640,400,Gary Fleder,Andy García,Christopher Lloyd,William Forsythe
2641,253450,Hou Hsiao-hsien,Shu Qi,Chang Chen,Nikki Hsieh
2642,9104,Gregor Jordan,Joaquin Phoenix,Ed Harris,Scott Glenn
2643,11190,Andrey Zvyagintsev,Vladimir Garin,Konstantin Lavronenko,Nataliya Vdovina
2644,16353,Tony Jaa,Tony Jaa,Sarunyu Wongkrachang,Sorapong Chatree
2645,23759,Neil Marshall,Michael Fassbender,Olga Kurylenko,David Morrissey
2646,24206,Russell Mulcahy,Dolph Lundgren,Gina Bellman,Conrad Dunn
2647,10185,Ryûhei Kitamura,Bradley Cooper,Vinnie Jones,Brooke Shields
2648,75033,Darrell James Roodt,Elias Koteas,Terrence Howard,Jennifer Hudson
2649,74536,Dito Montiel,Channing Tatum,Al Pacino,Juliette Binoche
2650,31668,Stefan Ruzowitzky,Matt LeBlanc,Eddie Izzard,James Cosmo
2651,13501,Jake Paltrow,Penélope Cruz,Martin Freeman,Gwyneth Paltrow
2652,15208,Juraj Jakubisko,Anna Friel,Karel Roden,Hans Matheson
2653,172391,Anthony Silverston,Jake T. Austin,Liam Neeson,Steve Buscemi
2654,262543,Gabe Ibáñez,Antonio Banderas,Birgitte Hjort Sørensen,Dylan McDermott
2655,9288,Gerry Lively,Bruce Payne,Mark Dymond,Clemency Burton-Hill
2656,370980,Daniele Luchetti,Rodrigo de la Serna,Sergio Hernández,Àlex Brendemühl
2657,20083,Derek Yee Tung-Sing,Jackie Chan,Naoto Takenaka,Daniel Wu
2658,40880,Julien Temple,Linus Roache,John Hannah,Samantha Morton
2659,137,Harold Ramis,Bill Murray,Andie MacDowell,Chris Elliott
2660,264999,Gregory Jacobs,Channing Tatum,Matt Bomer,Joe Manganiello
2661,454,Baz Luhrmann,Leonardo DiCaprio,Claire Danes,John Leguizamo
2662,53457,Gilles Paquet-Brenner,Kristin Scott Thomas,Niels Arestrup,Frédéric Pierrot
2663,288980,Peter Cousens,Cuba Gooding Jr.,William Sadler,Sharon Leal
2664,33,Clint Eastwood,Clint Eastwood,Gene Hackman,Morgan Freeman
2665,1951,Lars von Trier,Bryce Dallas Howard,Isaach De Bankolé,Danny Glover
2666,12405,Danny Boyle,Dev Patel,Freida Pinto,Anil Kapoor
2667,10998,Adrian Lyne,Michael Douglas,Glenn Close,Anne Archer
2668,114,Garry Marshall,Julia Roberts,Richard Gere,Ralph Bellamy
2669,9396,John Cornell,Paul Hogan,Linda Kozlowski,John Meillon
2670,319910,Vidhu Vinod Chopra,María Valverde,Vincent D'Onofrio,Thomas Jane
2671,2604,Oliver Stone,Tom Cruise,Raymond J. Barry,Caroline Kava
2672,864,Jon Turteltaub,Leon Robinson,Doug E. Doug,Rawle D. Lewis
2673,14435,Patrick Lussier,Jensen Ackles,Jaime King,Kerr Smith
2674,1931,Sylvain White,Columbus Short,Meagan Good,Ne-Yo
2675,691,Lewis Gilbert,Roger Moore,Barbara Bach,Curd Jürgens
2676,9877,Jamie Blanks,Alicia Witt,Jared Leto,Rebecca Gayheart
2677,62008,Tyler Perry,Tyler Perry,Phylicia Rashād,Thandie Newton
2678,12227,Randal Kleiser,Klaus Maria Brandauer,Ethan Hawke,Seymour Cassel
2679,13824,Bruce McCulloch,Molly Shannon,Will Ferrell,Elaine Hendrix
2680,71688,Phyllida Lloyd,Meryl Streep,Anthony Stewart Head,Harry Lloyd
2681,15173,Phil Vischer,Phil Vischer,Mike Nawrocki,Tim Hodge
2682,8291,John Singleton,Janet Jackson,Tupac Amaru Shakur,Regina King
2683,13950,Kevin Bray,Ice Cube,Mike Epps,Tommy Flanagan
2684,12158,Wes Craven,Eddie Murphy,Angela Bassett,Allen Payne
2685,11586,John Boorman,Linda Blair,Richard Burton,Louise Fletcher
2686,10008,Courtney Solomon,Donald Sutherland,Sissy Spacek,James D'Arcy
2687,2830,David Zucker,Ashton Kutcher,Tara Reid,Andy Richter
2688,12403,David Twohy,Milla Jovovich,Timothy Olyphant,Steve Zahn
2689,34563,Rick Famuyiwa,Forest Whitaker,America Ferrera,Carlos Mencia
2690,14557,Alan Cohn,Tom Everett Scott,Mark-Paul Gosselaar,Poppy Montgomery
2691,10368,Franco Zeffirelli,Cher,Judi Dench,Joan Plowright
2692,10280,Tom Holland,Robert John Burke,Joe Mantegna,Lucinda Jenney
2693,12637,Martin Scorsese,Liza Minnelli,Robert De Niro,Lionel Stander
2694,34152,Spike Lee,Alfre Woodard,Delroy Lindo,David Patrick Kelly
2695,14434,Chris Rock,Chris Rock,Kerry Washington,Gina Torres
2696,11470,James Isaac,Kane Hodder,Lexa Doig,Chuck Campbell
2697,10741,Emilio Estevez,Anthony Hopkins,Heather Graham,Ashton Kutcher
2698,24940,Mark Waters,Monica Potter,Freddie Prinze Jr.,Shalom Harlow
2699,82679,Josh Schwartz,Victoria Justice,Jackson Nicoll,Chelsea Handler
2700,2013,Julian Schnabel,Mathieu Amalric,Emmanuelle Seigner,Marie-Josée Croze
2701,1440,Todd Field,Kate Winslet,Patrick Wilson,Jennifer Connelly
2702,18041,Davis Guggenheim,Joshua Jackson,James Marsden,Kate Hudson
2703,28029,Tony Goldwyn,Diane Lane,Viggo Mortensen,Liev Schreiber
2704,1123,Phillip Noyce,Tim Robbins,Derek Luke,Bonnie Henna
2705,14033,Stephen Carpenter,Eliza Dushku,Melissa Sagemiller,Wes Bentley
2706,87729,James Ivory,Nick Nolte,Greta Scacchi,Thandie Newton
2707,16899,Stephan Elliott,Jessica Biel,Ben Barnes,Kristin Scott Thomas
2708,41317,James Fargo,Anthony Quinn,Jennifer O'Neill,Michael Sarrazin
2709,245700,Mike Leigh,Timothy Spall,Dorothy Atkinson,Marion Bailey
2710,37842,Alain Resnais,André Dussollier,Sabine Azéma,Emmanuelle Devos
2711,9045,Costa-Gavras,Ulrich Tukur,Mathieu Kassovitz,Ulrich Mühe
2712,44092,John Woo,Michelle Yeoh,Jung Woo-sung,Wang Xue-qi
2713,16005,Neil Burger,Tim Robbins,Rachel McAdams,Michael Peña
2714,44754,Kenneth Lonergan,Anna Paquin,Matt Damon,Mark Ruffalo
2715,23988,Bo Zenga,Diora Baird,Leslie Nielsen,Steve Howey
2716,43949,Rob Reiner,Madeline Carroll,Callan McAuliffe,Rebecca De Mornay
2717,142,Ang Lee,Heath Ledger,Jake Gyllenhaal,Randy Quaid
2718,9603,Amy Heckerling,Alicia Silverstone,Stacey Dash,Brittany Murphy
2719,10712,Todd Haynes,Julianne Moore,Dennis Quaid,Dennis Haysbert
2720,243938,Steve Pink,Rob Corddry,Craig Robinson,Clark Duke
2721,10876,Philip Kaufman,Geoffrey Rush,Kate Winslet,Joaquin Phoenix
2722,86838,Martin McDonagh,Colin Farrell,Sam Rockwell,Woody Harrelson
2723,25208,Kasi Lemmons,Samuel L. Jackson,Colm Feore,Ann Magnuson
2724,613,Oliver Hirschbiegel,Bruno Ganz,Alexandra Maria Lara,Corinna Harfouch
2725,1913,Alejandro Amenábar,Javier Bardem,Belén Rueda,Lola Dueñas
2726,97370,Jonathan Glazer,Scarlett Johansson,Kryštof Hádek,Paul Brannigan
2727,801,Barry Levinson,Robin Williams,Forest Whitaker,Tung Thanh Tran
2728,70829,Shim Hyung-Rae,Harvey Keitel,Jason Mewes,Blake Clark
2729,54518,Jon M. Chu,Justin Bieber,Miley Cyrus,Usher Raymond
2730,44214,Darren Aronofsky,Natalie Portman,Mila Kunis,Vincent Cassel
2731,240,Francis Ford Coppola,Al Pacino,Robert Duvall,Diane Keaton
2732,9816,Thomas Carter,Julia Stiles,Sean Patrick Thomas,Kerry Washington
2733,10131,Renny Harlin,Robert Englund,Tuesday Knight,Ken Sagoes
2734,339984,Patricia Riggen,Jennifer Garner,Kylie Rogers,Martin Henderson
2735,8859,Danny Leiner,Ashton Kutcher,Seann William Scott,Kristy Swanson
2736,11967,Christopher Cain,Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips
2737,239563,Theodore Melfi,Bill Murray,Melissa McCarthy,Naomi Watts
2738,222899,Steve Pink,Kevin Hart,Michael Ealy,Regina Hall
2739,4951,Gil Junger,Heath Ledger,Julia Stiles,Joseph Gordon-Levitt
2740,10985,Ed Decter,DJ Qualls,Eliza Dushku,Zooey Deschanel
2741,9644,Gene Quintano,Emilio Estevez,Samuel L. Jackson,Jon Lovitz
2742,332567,Jaume Collet-Serra,Blake Lively,Óscar Jaenada,Angelo Josue Lozano Corzo
2743,1954,Eric Bress,Ashton Kutcher,Melora Walters,Amy Smart
2744,15489,Chris Koch,Chevy Chase,Chris Elliott,Jean Smart
2745,15250,Preston A. Whitmore II,Loretta Devine,Delroy Lindo,Idris Elba
2746,22345,Bob Clark,Kathleen Turner,Christopher Lloyd,Kim Cattrall
2747,9448,Kirk Wong,Mark Wahlberg,Lou Diamond Phillips,Christina Applegate
2748,38223,Bronwen Hughes,Michelle Trachtenberg,Rosie O'Donnell,J. Smith-Cameron
2749,11186,John Lafia,Alex Vincent,Jenny Agutter,Gerrit Graham
2750,136835,Sam Miller,Idris Elba,Taraji P. Henson,Leslie Bibb
2751,5876,Frank Darabont,Thomas Jane,Marcia Gay Harden,Laurie Holden
2752,264660,Alex Garland,Domhnall Gleeson,Alicia Vikander,Oscar Isaac
2753,492,Spike Jonze,John Cusack,Cameron Diaz,Catherine Keener
2754,25462,Mark Brown,Vivica A. Fox,Morris Chestnut,Anthony Anderson
2755,238603,Dave Green,Teo Halm,Astro,Resse Hartwig
2756,10691,John Stockwell,Kirsten Dunst,Jay Hernandez,Bruce Davison
2757,1251,Clint Eastwood,Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara
2758,5172,Michael Polish,Billy Bob Thornton,Virginia Madsen,Max Thieriot
2759,58680,Daisy von Scherler Mayer,Jada Pinkett Smith,Tommy Davidson,Duane Martin
2760,264644,Lenny Abrahamson,Brie Larson,Jacob Tremblay,Joan Allen
2761,14577,Bob Saget,Norm Macdonald,Artie Lange,Jack Warden
2762,11592,John Waters,Kathleen Turner,Sam Waterston,Ricki Lake
2763,16406,Andrew Fleming,Kirsten Dunst,Michelle Williams,Will Ferrell
2764,19052,Craig Bolotin,Usher Raymond,Vanessa Williams,Forest Whitaker
2765,3682,Mark Christopher,Ryan Phillippe,Salma Hayek,Breckin Meyer
2766,9683,Blair Hayes,Jake Gyllenhaal,Swoosie Kurtz,Marley Shelton
2767,2084,Jez Butterworth,Nicole Kidman,Ben Chaplin,Vincent Cassel
2768,107811,Jon Lucas,Miles Teller,Skylar Astin,Justin Chon
2769,2266,Isabel Coixet,Steve Buscemi,Natalie Portman,Willem Dafoe
2770,13074,Rod Lurie,Samuel L. Jackson,Josh Hartnett,Alan Alda
2771,144340,Paul Weitz,Tina Fey,Paul Rudd,Michael Sheen
2772,48217,Patrice Leconte,Daniel Auteuil,Emir Kusturica,Juliette Binoche
2773,28211,Atom Egoyan,Julianne Moore,Liam Neeson,Amanda Seyfried
2774,47502,Paul Mazursky,Cher,Chazz Palminteri,Ryan O'Neal
2775,9950,Sidney Lumet,Vin Diesel,Alex Rocco,Frank Pietrangolare
2776,84892,Stephen Chbosky,Logan Lerman,Emma Watson,Ezra Miller
2777,24227,Jon Hess,Thomas Ian Griffith,Lance Henriksen,James Earl Jones
2778,9672,Douglas McGrath,Sigourney Weaver,Toby Jones,Gwyneth Paltrow
2779,44853,Michael Winterbottom,Peter Mullan,Milla Jovovich,Wes Bentley
2780,157544,Mark Neveldine,Olivia Taylor Dudley,Michael Peña,Djimon Hounsou
2781,59678,Joe Cornish,Nick Frost,Jodie Whittaker,John Boyega
2782,79777,Angelina Jolie,Zana Marjanović,Goran Kostić,Branko Đurić
2783,158011,Brad Anderson,Halle Berry,Abigail Breslin,Morris Chestnut
2784,407887,John H. Lee,Lee Jung-jae,Liam Neeson,Lee Beom-soo
2785,17043,John Stainton,Steve Irwin,Terri Irwin,Magda Szubanski
2786,8952,Glenn Ficarra,Jim Carrey,Ewan McGregor,Leslie Mann
2787,62204,Jean-Jacques Annaud,Everett McGill,Ron Perlman,Nicholas Kadi
2788,13435,Denzel Washington,Derek Luke,Malcolm David Kelley,Cory Hodges
2789,17187,Michael Hoffman,Kevin Kline,Emile Hirsch,Embeth Davidtz
2790,319,Tony Scott,Christian Slater,Patricia Arquette,Michael Rapaport
2791,59457,Benedek Fliegauf,Eva Green,Matt Smith,Lesley Manville
2792,9504,James Foley,Al Pacino,Jack Lemmon,Alec Baldwin
2793,37414,Michael Winterbottom,Casey Affleck,Kate Hudson,Jessica Alba
2794,6217,Paul Schrader,Nastassja Kinski,Malcolm McDowell,John Heard
2795,26688,Stewart Hendler,Rumer Willis,Briana Evigan,Jamie Chung
2796,43867,John Cromwell,Ronald Colman,Madeleine Carroll,Raymond Massey
2797,6615,Craig Gillespie,Ryan Gosling,Emily Mortimer,Paul Schneider
2798,14574,Mark Herman,Asa Butterfield,Jack Scanlon,Vera Farmiga
2799,16,Lars von Trier,Björk,Catherine Deneuve,David Morse
2800,39780,Gillian Armstrong,Ralph Fiennes,Cate Blanchett,Ciarán Hinds
2801,21612,Abel Ferrara,Christopher Walken,Chris Penn,Annabella Sciorra
2802,36691,Brian Koppelman,Michael Douglas,Danny DeVito,Jesse Eisenberg
2803,23631,Robert Rodriguez,Danny Trejo,Michelle Rodriguez,Jessica Alba
2804,45324,George Hickenlooper,Kevin Spacey,Kelly Preston,Hannah Endicott-Douglas
2805,12144,Don Bluth,Gabriel Damon,Candace Hutson,Judith Barsi
2806,11658,Kang Je-gyu,Jang Dong-gun,Won Bin,Lee Eun-ju
2807,56601,William Dear,Clifton Collins Jr,Cheech Marin,Moisés Arias
2808,9552,William Friedkin,Linda Blair,Max von Sydow,Ellen Burstyn
2809,578,Steven Spielberg,Roy Scheider,Robert Shaw,Richard Dreyfuss
2810,2105,Chris Weitz,Jason Biggs,Chris Klein,Thomas Ian Nicholas
2811,126319,Stéphane Aubier,Anne-Marie Loop,Lambert Wilson,Pauline Brunner
2812,10136,Michael Ritchie,Eddie Murphy,Charles Dance,Charlotte Lewis
2813,67660,Tim Story,Michael Ealy,Jerry Ferrara,Meagan Good
2814,10611,Tim Story,Ice Cube,Anthony Anderson,Cedric the Entertainer
2815,154,Nicholas Meyer,William Shatner,Leonard Nimoy,DeForest Kelley
2816,3049,Tom Shadyac,Jim Carrey,Sean Young,Courteney Cox
2817,860,John Badham,Matthew Broderick,Dabney Coleman,Ally Sheedy
2818,9281,Peter Weir,Harrison Ford,Kelly McGillis,Josef Sommer
2819,75674,Mike McCoy,Roselyn Sánchez,Emilio Rivera,Nestor Serrano
2820,9762,Anne Fletcher,Channing Tatum,Jenna Dewan,Damaine Radcliff
2821,3179,Mike Judge,Mike Judge,Bruce Willis,Demi Moore
2822,184,Quentin Tarantino,Pam Grier,Samuel L. Jackson,Robert Forster
2823,13335,Jon Hurwitz,John Cho,Kal Penn,Neil Patrick Harris
2824,76726,Josh Trank,Dane DeHaan,Alex Russell,Michael B. Jordan
2825,10269,Barbra Streisand,Barbra Streisand,Mandy Patinkin,Amy Irving
2826,36819,Terry Gilliam,Sean Connery,John Cleese,Shelley Duvall
2827,17130,Tamra Davis,Britney Spears,Zoe Saldana,Taryn Manning
2828,57214,Nima Nourizadeh,Oliver Cooper,Jonathan Daniel Brown,Thomas Mann
2829,11202,Franklin J. Schaffner,George C. Scott,Karl Malden,Stephen Young
2830,9357,Mark Romanek,Robin Williams,Connie Nielsen,Michael Vartan
2831,13812,John Erick Dowdle,Jennifer Carpenter,Steve Harris,Jay Hernandez
2832,9030,David Moreau,Jessica Alba,Alessandro Nivola,Parker Posey
2833,19084,Christopher Erskin,Cedric the Entertainer,Vanessa Williams,Steve Harvey
2834,8386,Jesse Dylan,Method Man,Redman,Obba Babatundé
2835,10437,Brian Henson,Michael Caine,Don Austen,Meredith Braun
2836,1360,Julie Taymor,Salma Hayek,Alfred Molina,Mía Maestro
2837,101267,Dan Cutforth,Katy Perry,Russell Brand,Shannon Woodward
2838,222935,Josh Boone,Shailene Woodley,Ansel Elgort,Nat Wolff
2839,10220,John Dahl,Matt Damon,John Turturro,Gretchen Mol
2840,284296,Chris Rock,Chris Rock,Rosario Dawson,J.B. Smoove
2841,31915,John Frankenheimer,Talia Shire,Robert Foxworth,Armand Assante
2842,11601,David Koepp,Kevin Bacon,Kathryn Erbe,Illeana Douglas
2843,205220,Stephen Frears,Judi Dench,Steve Coogan,Sophie Kennedy Clark
2844,11354,Mike Binder,Joan Allen,Kevin Costner,Erika Christensen
2845,16241,Franklin J. Schaffner,Gregory Peck,Laurence Olivier,James Mason
2846,14191,Elizabeth Allen Rosenbaum,Emma Roberts,Joanna 'JoJo' Levesque,Sara Paxton
2847,286565,Jake Schreier,Nat Wolff,Cara Delevingne,Justice Smith
2848,26710,Cheryl Dunye,Eddie Griffin,Anthony Anderson,Michael Imperioli
2849,129670,Alexander Payne,Bruce Dern,Will Forte,Bob Odenkirk
2850,9059,Ernest R. Dickerson,Billy Zane,William Sadler,Jada Pinkett Smith
2851,34549,Tim Hill,Alex D. Linz,Zena Grey,Nora Dunn
2852,57157,Jason Reitman,Charlize Theron,Patton Oswalt,Patrick Wilson
2853,1948,Brian Taylor,Jason Statham,Amy Smart,Jose Pablo Cantillo
2854,28353,Lionel C. Martin,Bill Bellamy,Lark Voorhies,Bernie Mac
2855,46889,Richard LaGravenese,Holly Hunter,Danny DeVito,Queen Latifah
2856,38093,Sanaa Hamri,Queen Latifah,Common,Paula Patton
2857,14976,Jonathan Demme,Anne Hathaway,Rosemarie DeWitt,Sebastian Stan
2858,11027,Bob Rafelson,Jack Nicholson,Jessica Lange,John Colicos
2859,3635,Peter Webber,Scarlett Johansson,Colin Firth,Cillian Murphy
2860,387,Wolfgang Petersen,Jürgen Prochnow,Herbert Grönemeyer,Klaus Wennemann
2861,6020,Wallace Wolodarsky,Barry Watson,Michael Rosenbaum,Harland Williams
2862,122906,Richard Curtis,Domhnall Gleeson,Rachel McAdams,Bill Nighy
2863,9550,Zhang Yimou,Takeshi Kaneshiro,Andy Lau,Zhang Ziyi
2864,60599,Nicholas Jarecki,Richard Gere,Susan Sarandon,Tim Roth
2865,227719,Dean Israelite,Jonny Weston,Virginia Gardner,Sofia Black-D'Elia
2866,14299,Darnell Martin,Adrien Brody,Jeffrey Wright,Beyoncé Knowles
2867,19419,Scott Alexander,Norm Macdonald,Dave Chappelle,Danny DeVito
2868,12088,Stuart Gordon,Christopher Lambert,Kurtwood Smith,Loryn Locklin
2869,14799,Christopher Guest,Catherine O'Hara,Harry Shearer,Parker Posey
2870,9466,Woody Allen,Kenneth Branagh,Judy Davis,Joe Mantegna
2871,7510,Ryan Murphy,Annette Bening,Brian Cox,Joseph Cross
2872,31246,Robert Iscove,Kelly Clarkson,Justin Guarini ,Brandon Henschel
2873,61752,Spike Lee,Theresa Randle,Isaiah Washington,Spike Lee
2874,10944,Jane Campion,Meg Ryan,Mark Ruffalo,Jennifer Jason Leigh
2875,10362,James Gray,Joaquin Phoenix,Gwyneth Paltrow,Isabella Rossellini
2876,14778,Fred Schepisi,Michael Caine,Tom Courtenay,David Hemmings
2877,1255,Bong Joon-ho,Song Kang-ho,Park Hae-il,Bae Doona
2878,45226,Roger Spottiswoode,Robert Duvall,Treat Williams,Kathryn Harrold
2879,10212,Antonia Bird,Guy Pearce,Robert Carlyle,David Arquette
2880,8669,Jon Poll,Anton Yelchin,Robert Downey Jr.,Hope Davis
2881,179144,Paolo Sorrentino,Toni Servillo,Carlo Verdone,Sabrina Ferilli
2882,16857,Peter Care,Emile Hirsch,Kieran Culkin,Jodie Foster
2883,86825,Park Chan-wook,Mia Wasikowska,Nicole Kidman,Matthew Goode
2884,844,Wong Kar-wai,Tony Leung Chiu-Wai,Zhang Ziyi,Faye Wong
2885,8060,Ira Sachs,Chris Cooper,Pierce Brosnan,Patricia Clarkson
2886,15907,Carroll Ballard,Alex Michaeletos,Campbell Scott,Mary Makhatho
2887,38448,Neil Jordan,Colin Farrell,Alicja Bachleda-Curuś,Dervla Kirwan
2888,327,Takeshi Kitano,Takeshi Kitano,Omar Epps,Claude Maki
2889,9260,Anthony Russo,William H. Macy,Isaiah Washington,Sam Rockwell
2890,61337,Sidney Lumet,James Spader,Kyra Sedgwick,Helen Mirren
2891,13079,Vadim Perelman,Uma Thurman,Evan Rachel Wood,Eva Amurri Martino
2892,89325,Lawrence Kasdan,Diane Keaton,Kevin Kline,Sam Shepard
2893,4170,Marco Kreuzpaintner,Kevin Kline,Cesar Ramos,Paulina Gaitán
2894,41508,Lajos Koltai,Marcell Nagy,Béla Dóra,Bálint Péntek
2895,12479,Alan Rudolph,Bruce Willis,Albert Finney,Nick Nolte
2896,44555,Zhang Yimou,Sun Honglei,Xiao Shen Yang,Yan Ni
2897,10133,Vincenzo Natali,Jeremy Northam,Lucy Liu,Nigel Bennett
2898,21345,Lu Chuan,Liu Ye,Gao Yuanyuan,Hideo Nakaizumi
2899,173931,Lijun Sun,Jon Heder,Tom Arnold,Michael Clarke Duncan
2900,61984,Takashi Yamazaki,Hiroyuki Ikeuchi,Takuya Kimura,Meisa Kuroki
2901,50601,Renny Harlin,Rupert Friend,Val Kilmer,Andy García
2902,26466,Christopher Smith,Melissa George,Liam Hemsworth,Emma Lung
2903,345003,Timothy Hines,Caroline Barry,Christopher Lambert,Kelly LeBrock
2904,236751,Randall Wallace,Greg Kinnear,Kelly Reilly,Connor Corum
2905,107,Guy Ritchie,Jason Statham,Brad Pitt,Vinnie Jones
2906,357837,David Winters,Witney Carson,Chehon Wespi-Tschopp,Gary Daniels
2907,8913,Mary Lambert,Dale Midkiff,Fred Gwynne,Denise Crosby
2908,13889,Akira Kurosawa,Tatsuo Matsumura,Kyôko Kagawa,Hisashi Igawa
2909,18530,Jamie Thraves,Paddy Considine,Julia Stiles,Caroline Dhavernas
2910,358451,Mabel Cheung,Lau Ching-Wan,Tang Wei,Qin Hailu
2911,927,Joe Dante,Zach Galligan,Phoebe Cates,Hoyt Axton
2912,11,George Lucas,Mark Hamill,Harrison Ford,Carrie Fisher
2913,291870,Dan Mazer,Zac Efron,Robert De Niro,Julianne Hough
2914,907,David Lean,Omar Sharif,Julie Christie,Geraldine Chaplin
2915,206563,Stephen Daldry,Rickson Tevez,Eduardo Luis,Gabriel Weinstein
2916,11887,Kenny Ortega,Zac Efron,Vanessa Hudgens,Ashley Tisdale
2917,45317,David O. Russell,Mark Wahlberg,Christian Bale,Amy Adams
2918,12094,Jeff Tremaine,Johnny Knoxville,Bam Margera,Steve-O
2919,10377,Jonathan Lynn,Joe Pesci,Ralph Macchio,Marisa Tomei
2920,249164,R.J. Cutler,Chloë Grace Moretz,Jamie Blackley,Liana Liberato
2921,256092,Brian Trenchard-Smith,Thomas Jane,John Cusack,Zoe Ventoura
2922,9942,David S. Ward,Tom Berenger,Charlie Sheen,Corbin Bernsen
2923,10748,Barnaby Thompson,Talulah Riley,Rupert Everett,Gemma Arterton
2924,1817,Joel Schumacher,Colin Farrell,Kiefer Sutherland,Forest Whitaker
2925,10229,Adam Shankman,Mandy Moore,Shane West,Peter Coyote
2926,687,Tim Robbins,Susan Sarandon,Sean Penn,Robert Prosky
2927,796,Roger Kumble,Sarah Michelle Gellar,Ryan Phillippe,Reese Witherspoon
2928,22804,Kevin Greutert,Tobin Bell,Costas Mandylor,Betsy Russell
2929,10156,Mel Brooks,Mel Brooks,Dom DeLuise,Madeline Kahn
2930,12837,Gina Prince-Bythewood,Dakota Fanning,Queen Latifah,Jennifer Hudson
2931,17708,Rob Pritts,Chris Kattan,Vinessa Shaw,Peter Falk
2932,13937,Brian De Palma,John Lithgow,Lolita Davidovich,Steven Bauer
2933,28932,Norman Jewison,Sylvester Stallone,Rod Steiger,Peter Boyle
2934,31909,Tobe Hooper,Karen Black,Hunter Carson,Timothy Bottoms
2935,167073,John Crowley,Saoirse Ronan,Domhnall Gleeson,Emory Cohen
2936,3175,Stanley Kubrick,Ryan O'Neal,Marisa Berenson,Hardy Krüger
2937,14369,Brendan Malloy,Jason London,Lee Majors,Zach Galifianakis
2938,16888,Reginald Hudlin,Tim Meadows,Karyn Parsons,Billy Dee Williams
2939,121826,Dustin Hoffman,Maggie Smith,Tom Courtenay,Billy Connolly
2940,10646,Gregory Poirier,Jerry O'Connell,Shannon Elizabeth,Jake Busey
2941,12149,Bill Paxton,Bill Paxton,Matthew McConaughey,Powers Boothe
2942,304357,Simon Curtis,Helen Mirren,Ryan Reynolds,Tatiana Maslany
2943,11184,Bill Condon,Liam Neeson,Laura Linney,Chris O'Donnell
2944,766,Sam Raimi,Bruce Campbell,Embeth Davidtz,Marcus Gilbert
2945,20009,Dewey Nicks,Jason Segel,Devon Sawa,Jason Schwartzman
2946,1587,Lasse Hallström,Johnny Depp,Leonardo DiCaprio,Juliette Lewis
